event,time,hopform,hopto,from,to,,id,length
#148669,1530.31314,1," 2	",1,8,1499,15216,680 bytes
#148684,1530.414212,1," 2	",1,8,1500,15217,651 bytes
#148699,1530.524963,9," 6	",9,1,1547,15218,891 bytes
#148706,1530.538436,0," 2	",0,8,1495,15219,529 bytes
#148733,1530.594843,1," 2	",1,8,1501,15220,592 bytes
#148748,1530.624917,0," 5	",0,6,1496,15221,364 bytes
#148759,1530.759803,0," 5	",0,6,1497,15222,977 bytes
#148770,1530.919868,5," 6	",5,6,1528,15223,677 bytes
#148777,1531.065027,3," 4	",3,6,1494,15224,359 bytes
#148788,1531.102799,3," 4	",3,6,1495,15225,585 bytes
#148799,1531.130084,3," 4	",3,8,1496,15226,382 bytes
#148810,1531.148246,1," 2	",1,8,1502,15227,703 bytes
#148825,1531.509169,7," 6	",7,6,1528,15228,151 bytes
#148832,1531.547821,1," 2	",1,8,1503,15229,137 bytes
#148847,1531.664756,2," 1	",2,1,1543,15230,644 bytes
#148854,1531.711925,8," 6	",8,6,1580,15231,277 bytes
#148861,1531.748646,1," 2	",1,6,1504,15232,453 bytes
#148876,1531.88904,5," 0	",5,1,1529,15233,238 bytes
#148887,1531.907262,5," 0	",5,1,1530,15234,1023 bytes
#148894,1531.923667,5," 0	",5,1,1531,15235,975 bytes
#148909,1532.104502,9," 6	",9,6,1548,15236,525 bytes
#148916,1532.266971,8," 4	",8,1,1581,15237,474 bytes
#148931,1532.327421,7," 6	",7,8,1529,15238,251 bytes
#148942,1532.509643,9," 8	",9,8,1549,15239,827 bytes
#148952,1532.726518,7," 5	",7,1,1530,15241,469 bytes
#148970,1532.825375,8," 4	",8,1,1582,15243,607 bytes
#148985,1532.919325,0," 2	",0,8,1498,15244,265 bytes
#149000,1532.98827,3," 4	",3,8,1497,15245,700 bytes
#149011,1533.059804,2," 4	",2,8,1544,15246,940 bytes
#149022,1533.1028,4," 8	",4,8,1450,15247,629 bytes
#149025,1533.106412,7," 6	",7,6,1531,15248,599 bytes
#149036,1533.141491,3," 4	",3,8,1498,15249,766 bytes
#149039,1533.146281,0," 1	",0,1,1499,15250,167 bytes
#149054,1533.349222,7," 6	",7,8,1532,15251,840 bytes
#149065,1533.406049,5," 6	",5,8,1532,15252,630 bytes
#149076,1533.54734,0," 1	",0,1,1500,15253,471 bytes
#149083,1533.743677,7," 6	",7,6,1533,15254,306 bytes
#149090,1533.759109,7," 6	",7,8,1534,15255,951 bytes
#149101,1533.847614,3," 4	",3,8,1499,15256,627 bytes
#149112,1533.948054,9," 8	",9,8,1550,15257,633 bytes
#149119,1534.299977,4," 8	",4,8,1451,15258,153 bytes
#149129,1534.384832,0," 1	",0,1,1501,15260,205 bytes
#149136,1534.504483,2," 1	",2,1,1545,15261,906 bytes
#149143,1534.659617,8," 6	",8,6,1584,15262,517 bytes
#149150,1534.921611,3," 4	",3,8,1500,15263,821 bytes
#149161,1535.226759,1," 2	",1,8,1507,15264,311 bytes
#149176,1535.317515,0," 5	",0,6,1502,15265,776 bytes
#149187,1535.401737,7," 6	",7,8,1535,15266,437 bytes
#149198,1535.483039,8," 6	",8,6,1585,15267,850 bytes
#149205,1535.775583,0," 2	",0,8,1503,15268,274 bytes
#149220,1535.938013,2," 1	",2,1,1546,15269,434 bytes
#149227,1536.223503,4," 2	",4,1,1452,15270,616 bytes
#149238,1536.385409,7," 6	",7,8,1536,15271,859 bytes
#149241,1536.389197,4," 8	",4,8,1453,15272,993 bytes
#149259,1536.655853,0," 1	",0,1,1504,15274,200 bytes
#149266,1536.848297,1," 2	",1,8,1509,15275,394 bytes
#149281,1536.942104,7," 6	",7,6,1537,15276,310 bytes
#149288,1537.263947,5," 0	",5,1,1533,15277,694 bytes
#149299,1537.279365,5," 6	",5,8,1534,15278,989 bytes
#149302,1537.286688,7," 6	",7,8,1538,15279,940 bytes
#149321,1537.324982,1," 2	",1,6,1510,15280,971 bytes
#149339,1537.484005,4," 2	",4,1,1454,15282,931 bytes
#149350,1537.559481,2," 4	",2,8,1547,15283,401 bytes
#149361,1537.607872,8," 4	",8,1,1586,15284,456 bytes
#149376,1537.749308,6," 8	",6,8,1506,15285,866 bytes
#149379,1537.749332,6," 5	",6,1,1507,15286,597 bytes
#149398,1537.94202,7," 6	",7,6,1539,15287,570 bytes
#149405,1538.128867,3," 4	",3,6,1501,15288,721 bytes
#149416,1538.204781,0," 2	",0,8,1505,15289,550 bytes
#149437,1538.539913,5," 6	",5,6,1535,15292,809 bytes
#149444,1538.620666,9," 6	",9,6,1551,15293,872 bytes
#149447,1538.62208,2," 1	",2,1,1548,15294,142 bytes
#149458,1538.887952,9," 8	",9,8,1552,15295,965 bytes
#149465,1539.005503,7," 5	",7,1,1540,15296,694 bytes
#149480,1539.52084,3," 4	",3,8,1502,15297,889 bytes
#149491,1539.653838,1," 2	",1,6,1513,15298,941 bytes
#149506,1539.810874,9," 6	",9,6,1553,15299,620 bytes
#149513,1539.874083,0," 5	",0,6,1506,15300,355 bytes
#149524,1539.916174,4," 8	",4,8,1455,15301,904 bytes
#149531,1539.979028,7," 6	",7,8,1541,15302,698 bytes
#149542,1540.076032,4," 8	",4,8,1456,15303,477 bytes
#149549,1540.081027,3," 4	",3,8,1503,15304,483 bytes
#149563,1540.196843,2," 4	",2,8,1549,15306,841 bytes
#149574,1540.251242,4," 6	",4,6,1457,15307,179 bytes
#149581,1540.287202,8," 4	",8,1,1589,15308,799 bytes
#149596,1540.639123,4," 6	",4,6,1458,15309,701 bytes
#149603,1540.732541,9," 6	",9,6,1554,15310,951 bytes
#149610,1540.749689,1," 2	",1,8,1514,15311,876 bytes
#149625,1540.778668,7," 6	",7,6,1542,15312,237 bytes
#149632,1540.900052,4," 8	",4,8,1459,15313,227 bytes
#149639,1541.007769,5," 6	",5,6,1536,15314,978 bytes
#149646,1541.065027,8," 6	",8,6,1590,15315,918 bytes
#149649,1541.065316,6," 8	",6,8,1508,15316,653 bytes
#149660,1541.128334,4," 8	",4,8,1460,15317,976 bytes
#149667,1541.145707,4," 6	",4,6,1461,15318,1021 bytes
#149674,1541.172769,9," 6	",9,1,1555,15319,888 bytes
#149681,1541.182446,7," 5	",7,1,1543,15320,757 bytes
#149708,1541.233967,5," 6	",5,8,1537,15321,159 bytes
#149719,1541.336979,5," 6	",5,8,1538,15322,964 bytes
#149722,1541.337242,9," 6	",9,6,1556,15323,964 bytes
#149737,1541.405862,6," 8	",6,8,1509,15324,492 bytes
#149744,1541.500633,2," 1	",2,1,1550,15325,172 bytes
#149751,1541.766986,3," 1	",3,1,1504,15326,206 bytes
#149758,1541.785364,4," 8	",4,8,1462,15327,429 bytes
#149765,1541.793087,5," 6	",5,8,1539,15328,572 bytes
#149776,1541.887098,7," 5	",7,1,1544,15329,496 bytes
#149791,1541.953903,8," 4	",8,1,1591,15330,233 bytes
#149795,1541.956027,8," 6	",8,6,1592,15331,145 bytes
#149813,1542.130279,3," 4	",3,6,1505,15332,313 bytes
#149824,1542.151014,7," 5	",7,1,1545,15333,204 bytes
#149839,1542.190944,0," 5	",0,6,1507,15334,349 bytes
#149850,1542.238075,3," 4	",3,6,1506,15335,912 bytes
#149861,1542.277234,9," 8	",9,8,1557,15336,641 bytes
#149868,1542.373886,7," 6	",7,6,1546,15337,784 bytes
#149875,1542.393204,6," 5	",6,1,1510,15338,941 bytes
#149890,1542.445909,4," 6	",4,6,1463,15339,487 bytes
#149897,1542.589135,6," 5	",6,1,1511,15340,432 bytes
#149912,1542.856347,9," 8	",9,8,1558,15341,952 bytes
#149919,1542.986894,4," 6	",4,6,1464,15342,646 bytes
#149926,1542.993238,1," 2	",1,6,1515,15343,177 bytes
#149941,1543.032259,7," 6	",7,6,1547,15344,510 bytes
#149951,1543.124914,4," 8	",4,8,1465,15346,730 bytes
#149958,1543.141019,0," 5	",0,6,1508,15347,332 bytes
#149969,1543.279151,4," 2	",4,1,1466,15348,602 bytes
#149980,1543.343455,0," 5	",0,6,1509,15349,177 bytes
#149991,1543.460411,0," 5	",0,6,1510,15350,769 bytes
#149994,1543.466277,5," 6	",5,6,1540,15351,733 bytes
#150009,1543.568016,8," 6	",8,6,1593,15352,215 bytes
#150019,1543.743938,6," 8	",6,8,1513,15354,571 bytes
#150026,1543.808991,0," 5	",0,6,1511,15355,835 bytes
#150037,1543.896232,1," 2	",1,8,1517,15356,756 bytes
#150052,1543.916429,5," 6	",5,8,1541,15357,331 bytes
#150063,1543.948279,5," 6	",5,8,1542,15358,344 bytes
#150077,1544.254185,9," 6	",9,6,1559,15360,627 bytes
#150084,1544.330985,4," 2	",4,1,1467,15361,238 bytes
#150095,1544.436416,4," 6	",4,6,1468,15362,709 bytes
#150102,1544.463888,0," 1	",0,1,1512,15363,816 bytes
#150109,1544.727377,2," 4	",2,6,1551,15364,716 bytes
#150120,1544.809085,1," 2	",1,6,1518,15365,474 bytes
#150135,1544.873972,3," 4	",3,6,1507,15366,860 bytes
#150146,1544.927471,9," 6	",9,6,1560,15367,679 bytes
#150153,1544.949229,2," 1	",2,1,1552,15368,267 bytes
#150160,1545.016236,1," 2	",1,8,1519,15369,866 bytes
#150175,1545.065643,6," 8	",6,8,1514,15370,613 bytes
#150182,1545.355792,3," 1	",3,1,1508,15371,202 bytes
#150189,1545.606088,2," 1	",2,1,1553,15372,740 bytes
#150196,1545.712494,7," 5	",7,1,1548,15373,481 bytes
#150211,1545.81902,3," 4	",3,8,1509,15374,360 bytes
#150222,1545.886282,9," 6	",9,1,1561,15375,982 bytes
#150241,1545.939684,5," 0	",5,1,1543,15376,786 bytes
#150252,1545.996835,6," 8	",6,8,1515,15377,844 bytes
#150259,1546.008607,5," 0	",5,1,1544,15378,937 bytes
#150270,1546.046221,0," 1	",0,1,1513,15379,319 bytes
#150283,1546.367485,4," 8	",4,8,1469,15382,565 bytes
#150290,1546.407065,4," 8	",4,8,1470,15383,492 bytes
#150297,1546.685349,2," 1	",2,1,1554,15384,888 bytes
#150307,1546.923413,6," 8	",6,8,1516,15386,579 bytes
#150314,1547.056557,5," 6	",5,6,1545,15387,692 bytes
#150321,1547.068245,6," 8	",6,8,1517,15388,446 bytes
#150328,1547.119712,6," 8	",6,8,1518,15389,264 bytes
#150335,1547.128918,6," 8	",6,8,1519,15390,525 bytes
#150342,1547.2686,5," 6	",5,8,1546,15391,677 bytes
#150353,1547.282298,4," 8	",4,8,1471,15392,760 bytes
#150357,1547.288378,4," 8	",4,8,1472,15393,468 bytes
#150367,1547.327001,6," 5	",6,1,1520,15394,665 bytes
#150382,1547.609528,9," 6	",9,6,1562,15395,847 bytes
#150389,1547.683331,4," 6	",4,6,1473,15396,391 bytes
#150396,1547.707291,0," 2	",0,8,1514,15397,766 bytes
#150411,1547.766397,7," 6	",7,6,1549,15398,464 bytes
#150418,1547.82322,6," 8	",6,8,1521,15399,704 bytes
#150425,1547.940707,5," 6	",5,6,1547,15400,648 bytes
#150432,1548.006425,3," 1	",3,1,1510,15401,340 bytes
#150439,1548.032145,0," 1	",0,1,1515,15402,472 bytes
#150446,1548.101929,7," 6	",7,6,1550,15403,752 bytes
#150453,1548.196702,9," 8	",9,8,1563,15404,369 bytes
#150460,1548.264166,8," 4	",8,1,1598,15405,657 bytes
#150475,1548.293593,1," 2	",1,6,1520,15406,150 bytes
#150487,1548.299316,3," 1	",3,1,1511,15407,890 bytes
#150497,1548.639811,0," 1	",0,1,1516,15408,240 bytes
#150504,1548.648871,0," 5	",0,6,1517,15409,425 bytes
#150518,1548.91136,5," 6	",5,6,1548,15411,730 bytes
#150525,1548.969713,6," 5	",6,1,1523,15412,689 bytes
#150540,1549.041577,9," 8	",9,8,1564,15413,153 bytes
#150547,1549.047841,7," 6	",7,8,1551,15414,930 bytes
#150558,1549.337761,5," 0	",5,1,1549,15415,462 bytes
#150569,1549.357845,8," 6	",8,6,1599,15416,494 bytes
#150576,1549.680569,4," 2	",4,1,1474,15417,567 bytes
#150587,1550.356682,9," 6	",9,1,1565,15418,718 bytes
#150605,1550.377891,1," 2	",1,6,1521,15420,967 bytes
#150608,1550.381297,7," 6	",7,8,1552,15421,342 bytes
#150631,1550.397472,6," 8	",6,8,1524,15422,981 bytes
#150642,1550.423675,7," 6	",7,6,1553,15423,490 bytes
#150649,1550.581934,3," 4	",3,8,1512,15424,801 bytes
#150660,1550.904133,4," 2	",4,1,1475,15425,504 bytes
#150671,1550.91719,8," 6	",8,6,1601,15426,146 bytes
#150678,1551.006397,2," 4	",2,6,1555,15427,528 bytes
#150689,1551.438568,4," 8	",4,8,1476,15428,189 bytes
#150696,1551.535553,7," 5	",7,1,1554,15429,196 bytes
#150711,1551.571649,0," 2	",0,8,1518,15430,517 bytes
#150729,1551.728117,2," 1	",2,1,1556,15432,687 bytes
#150736,1551.827561,8," 6	",8,6,1602,15433,890 bytes
#150743,1551.88863,5," 6	",5,8,1550,15434,488 bytes
#150754,1551.983729,0," 2	",0,8,1519,15435,693 bytes
#150769,1552.026991,9," 8	",9,8,1566,15436,381 bytes
#150779,1552.376614,5," 0	",5,1,1551,15438,451 bytes
#150790,1552.391052,4," 8	",4,8,1477,15439,307 bytes
#150797,1552.417933,7," 5	",7,1,1555,15440,504 bytes
#150812,1552.468269,2," 4	",2,6,1557,15441,213 bytes
#150816,1552.47066,4," 6	",4,6,1478,15442,877 bytes
#150830,1552.693392,0," 2	",0,8,1520,15443,548 bytes
#150845,1552.835212,1," 2	",1,6,1523,15444,299 bytes
#150860,1552.870306,9," 6	",9,1,1567,15445,155 bytes
#150879,1552.897301,5," 0	",5,1,1552,15446,757 bytes
#150890,1552.933971,2," 4	",2,8,1558,15447,650 bytes
#150901,1553.066932,5," 6	",5,6,1553,15448,423 bytes
#150908,1553.107737,6," 5	",6,1,1526,15449,944 bytes
#150929,1553.26063,7," 5	",7,1,1556,15452,453 bytes
#150944,1553.28867,7," 6	",7,8,1557,15453,425 bytes
#150955,1553.301074,3," 4	",3,8,1513,15454,704 bytes
#150969,1553.585353,5," 6	",5,8,1554,15456,440 bytes
#150980,1553.731296,3," 4	",3,6,1514,15457,149 bytes
#150991,1553.768344,3," 4	",3,6,1515,15458,337 bytes
#151002,1553.776906,2," 4	",2,6,1559,15459,562 bytes
#151013,1553.844613,3," 4	",3,8,1516,15460,270 bytes
#151024,1553.896867,9," 6	",9,1,1568,15461,429 bytes
#151039,1553.910076,9," 6	",9,1,1569,15462,335 bytes
#151062,1554.129469,2," 4	",2,8,1560,15463,399 bytes
#151073,1554.149272,1," 2	",1,8,1524,15464,926 bytes
#151088,1554.248771,3," 4	",3,8,1517,15465,280 bytes
#151099,1554.323392,2," 4	",2,6,1561,15466,602 bytes
#151110,1554.730276,8," 6	",8,6,1603,15467,513 bytes
#151117,1554.834097,3," 4	",3,8,1518,15468,326 bytes
#151128,1554.88747,2," 1	",2,1,1562,15469,931 bytes
#151138,1555.256501,8," 4	",8,1,1604,15471,612 bytes
#151141,1555.261061,9," 6	",9,6,1570,15472,649 bytes
#151156,1555.270085,8," 4	",8,1,1605,15473,315 bytes
#151178,1555.854272,0," 1	",0,1,1521,15475,511 bytes
#151185,1555.998422,5," 0	",5,1,1555,15476,389 bytes
#151196,1556.093858,6," 5	",6,1,1532,15477,366 bytes
#151211,1556.13382,4," 6	",4,6,1479,15478,697 bytes
#151218,1556.467735,7," 5	",7,1,1558,15479,618 bytes
#151233,1556.519358,0," 5	",0,6,1522,15480,356 bytes
#151244,1557.051012,5," 6	",5,6,1556,15481,473 bytes
#151251,1557.157046,5," 6	",5,8,1557,15482,951 bytes
#151262,1557.235818,4," 2	",4,1,1480,15483,1001 bytes
#151265,1557.237764,5," 6	",5,6,1558,15484,719 bytes
#151283,1557.349612,6," 8	",6,8,1533,15486,991 bytes
#151293,1557.497851,7," 6	",7,6,1559,15488,408 bytes
#151300,1557.518989,7," 5	",7,1,1560,15489,366 bytes
#151303,1557.519625,3," 1	",3,1,1519,15490,139 bytes
#151322,1557.95421,0," 1	",0,1,1523,15491,600 bytes
#151329,1558.059829,5," 0	",5,1,1559,15492,861 bytes
#151340,1558.161603,8," 6	",8,6,1608,15493,605 bytes
#151347,1558.245045,4," 8	",4,8,1481,15494,918 bytes
#151357,1558.41795,9," 8	",9,8,1571,15496,322 bytes
#151364,1558.450644,4," 6	",4,6,1482,15497,901 bytes
#151371,1558.789118,5," 0	",5,1,1560,15498,670 bytes
#151382,1558.838032,0," 2	",0,8,1524,15499,340 bytes
#151397,1558.899618,0," 5	",0,6,1525,15500,696 bytes
#151400,1558.904884,4," 6	",4,6,1483,15501,496 bytes
#151415,1558.924403,6," 5	",6,1,1535,15502,226 bytes
#151430,1559.053589,2," 4	",2,8,1563,15503,377 bytes
#151441,1559.061378,5," 6	",5,8,1561,15504,239 bytes
#151452,1559.122513,5," 0	",5,1,1562,15505,360 bytes
#151463,1559.141487,1," 2	",1,8,1525,15506,311 bytes
#151478,1559.393884,0," 1	",0,1,1526,15507,477 bytes
#151485,1559.503055,0," 1	",0,1,1527,15508,988 bytes
#151492,1559.533587,7," 5	",7,1,1561,15509,446 bytes
#151503,1559.544811,8," 4	",8,1,1609,15510,220 bytes
#151522,1559.56752,7," 6	",7,6,1562,15511,596 bytes
#151529,1559.85436,3," 1	",3,1,1520,15512,869 bytes
#151536,1559.938296,5," 6	",5,6,1563,15513,547 bytes
#151543,1560.038325,5," 6	",5,8,1564,15514,739 bytes
#151554,1560.265064,5," 6	",5,6,1565,15515,401 bytes
#151561,1560.295624,1," 2	",1,8,1526,15516,898 bytes
#151576,1560.520409,3," 4	",3,8,1521,15517,305 bytes
#151587,1560.535219,7," 5	",7,1,1563,15518,327 bytes
#151602,1560.619047,5," 6	",5,6,1566,15519,246 bytes
#151609,1560.696131,3," 1	",3,1,1522,15520,808 bytes
#151616,1560.861582,5," 6	",5,6,1567,15521,233 bytes
#151626,1561.08953,2," 4	",2,8,1564,15523,952 bytes
#151640,1561.274093,5," 6	",5,6,1568,15525,450 bytes
#151650,1561.77075,1," 2	",1,6,1528,15527,889 bytes
#151653,1561.770937,5," 0	",5,1,1569,15528,486 bytes
#151676,1561.817688,7," 5	",7,1,1564,15529,934 bytes
#151691,1561.916859,9," 8	",9,8,1572,15530,187 bytes
#151698,1562.041576,0," 2	",0,8,1528,15531,563 bytes
#151713,1562.119672,1," 2	",1,8,1529,15532,919 bytes
#151728,1562.199644,3," 4	",3,8,1523,15533,750 bytes
#151739,1562.348271,5," 6	",5,8,1570,15534,946 bytes
#151750,1562.420699,6," 5	",6,1,1537,15535,357 bytes
#151768,1562.490681,3," 1	",3,1,1524,15537,219 bytes
#151775,1562.523143,9," 6	",9,1,1573,15538,621 bytes
#151794,1562.879487,7," 5	",7,1,1565,15539,648 bytes
#151809,1562.92726,4," 2	",4,1,1484,15540,875 bytes
#151820,1563.170394,0," 1	",0,1,1529,15541,871 bytes
#151827,1563.243617,7," 5	",7,1,1566,15542,647 bytes
#151842,1563.29702,0," 2	",0,8,1530,15543,1004 bytes
#151857,1563.335921,2," 1	",2,1,1565,15544,338 bytes
#151864,1563.425844,9," 6	",9,1,1574,15545,944 bytes
#151883,1563.539731,4," 6	",4,6,1485,15546,286 bytes
#151890,1563.724926,6," 8	",6,8,1538,15547,813 bytes
#151897,1563.920349,6," 8	",6,8,1539,15548,625 bytes
#151904,1564.21338,0," 1	",0,1,1531,15549,714 bytes
#151911,1564.356655,4," 8	",4,8,1486,15550,577 bytes
#151918,1564.417853,8," 6	",8,6,1611,15551,275 bytes
#151925,1564.479719,7," 6	",7,8,1567,15552,406 bytes
#151936,1564.532662,1," 2	",1,8,1531,15553,795 bytes
#151951,1564.741066,3," 1	",3,1,1525,15554,603 bytes
#151958,1564.864946,9," 6	",9,1,1575,15555,130 bytes
#151977,1565.044838,1," 2	",1,6,1532,15556,807 bytes
#151988,1565.062347,3," 4	",3,8,1526,15557,187 bytes
#152003,1565.093908,1," 2	",1,6,1533,15558,874 bytes
#152021,1565.395222,4," 2	",4,1,1487,15560,439 bytes
#152032,1565.537824,7," 6	",7,8,1568,15561,132 bytes
#152043,1565.554198,5," 6	",5,8,1571,15562,628 bytes
#152054,1565.573247,8," 6	",8,6,1613,15563,901 bytes
#152061,1565.628782,5," 6	",5,8,1572,15564,727 bytes
#152072,1565.646652,2," 4	",2,8,1566,15565,554 bytes
#152083,1565.663629,4," 6	",4,6,1488,15566,311 bytes
#152093,1566.048748,7," 6	",7,6,1569,15568,797 bytes
#152100,1566.058341,6," 8	",6,8,1540,15569,911 bytes
#152107,1566.088089,7," 6	",7,6,1570,15570,876 bytes
#152117,1566.264156,4," 8	",4,8,1489,15572,289 bytes
#152130,1566.704063,7," 6	",7,6,1571,15575,931 bytes
#152140,1566.830263,1," 2	",1,6,1537,15577,829 bytes
#152151,1566.848382,7," 5	",7,1,1572,15578,962 bytes
#152170,1566.937891,2," 1	",2,1,1567,15579,618 bytes
#152177,1566.987255,8," 6	",8,6,1615,15580,856 bytes
#152184,1567.065722,4," 2	",4,1,1490,15581,574 bytes
#152198,1567.146667,8," 6	",8,6,1616,15583,917 bytes
#152205,1567.201459,2," 1	",2,1,1568,15584,879 bytes
#152212,1567.24711,2," 1	",2,1,1569,15585,321 bytes
#152222,1567.542391,9," 6	",9,6,1576,15587,591 bytes
#152229,1567.751852,8," 6	",8,6,1617,15588,955 bytes
#152236,1568.021575,0," 1	",0,1,1532,15589,688 bytes
#152243,1568.043034,2," 4	",2,6,1570,15590,407 bytes
#152254,1568.166488,3," 4	",3,8,1527,15591,670 bytes
#152271,1568.650894,3," 1	",3,1,1528,15594,729 bytes
#152278,1568.710415,6," 5	",6,1,1543,15595,194 bytes
#152293,1568.844022,4," 6	",4,6,1491,15596,1021 bytes
#152300,1568.859719,7," 6	",7,8,1573,15597,568 bytes
#152314,1569.077147,0," 5	",0,6,1533,15599,847 bytes
#152328,1569.175085,7," 6	",7,8,1574,15601,483 bytes
#152339,1569.31034,5," 0	",5,1,1573,15602,192 bytes
#152350,1569.355107,6," 8	",6,8,1544,15603,408 bytes
#152357,1569.411983,0," 5	",0,6,1534,15604,772 bytes
#152368,1569.425368,2," 1	",2,1,1571,15605,160 bytes
#152375,1569.488744,3," 4	",3,6,1529,15606,297 bytes
#152386,1569.597644,8," 6	",8,6,1618,15607,455 bytes
#152393,1569.692267,8," 6	",8,6,1619,15608,767 bytes
#152400,1569.736404,8," 4	",8,1,1620,15609,640 bytes
#152415,1569.916467,2," 1	",2,1,1572,15610,864 bytes
#152422,1569.92565,2," 1	",2,1,1573,15611,574 bytes
#152429,1570.103779,8," 6	",8,6,1621,15612,700 bytes
#152436,1570.267665,1," 2	",1,8,1543,15613,694 bytes
#152451,1570.299944,7," 6	",7,8,1575,15614,168 bytes
#152462,1570.664692,8," 4	",8,1,1622,15615,946 bytes
#152477,1570.855597,4," 6	",4,6,1492,15616,649 bytes
#152484,1570.909428,3," 4	",3,8,1530,15617,711 bytes
#152495,1570.946724,6," 5	",6,1,1545,15618,814 bytes
#152510,1571.068605,0," 1	",0,1,1535,15619,814 bytes
#152517,1571.178595,0," 5	",0,6,1536,15620,584 bytes
#152520,1571.180894,9," 6	",9,6,1577,15621,933 bytes
#152535,1571.545398,2," 1	",2,1,1574,15622,326 bytes
#152542,1571.587642,7," 5	",7,1,1576,15623,334 bytes
#152557,1571.646744,7," 5	",7,1,1577,15624,391 bytes
#152572,1571.687348,5," 6	",5,8,1574,15625,997 bytes
#152583,1571.72818,5," 0	",5,1,1575,15626,1016 bytes
#152594,1571.946308,6," 5	",6,1,1546,15627,668 bytes
#152609,1572.032317,2," 4	",2,6,1575,15628,805 bytes
#152623,1572.497232,5," 6	",5,6,1576,15630,555 bytes
#152630,1572.747581,7," 6	",7,6,1578,15631,773 bytes
#152637,1572.768333,4," 2	",4,1,1493,15632,1022 bytes
#152648,1572.8797,5," 0	",5,1,1577,15633,445 bytes
#152659,1572.974755,5," 6	",5,8,1578,15634,786 bytes
#152666,1572.986595,9," 8	",9,8,1578,15635,267 bytes
#152677,1573.103676,7," 6	",7,6,1579,15636,861 bytes
#152684,1573.172026,9," 8	",9,8,1579,15637,304 bytes
#152691,1573.203841,0," 1	",0,1,1537,15638,367 bytes
#152694,1573.204532,1," 2	",1,6,1545,15639,532 bytes
#152713,1573.253779,7," 6	",7,8,1580,15640,808 bytes
#152716,1573.2598,4," 6	",4,6,1494,15641,380 bytes
#152731,1573.354178,7," 6	",7,8,1581,15642,296 bytes
#152742,1573.563771,3," 4	",3,8,1531,15643,189 bytes
#152756,1573.659268,5," 0	",5,1,1579,15645,968 bytes
#152767,1573.682191,3," 1	",3,1,1532,15646,988 bytes
#152774,1573.884606,5," 6	",5,8,1580,15647,501 bytes
#152785,1573.948509,5," 6	",5,8,1581,15648,273 bytes
#152796,1573.981729,6," 5	",6,1,1547,15649,213 bytes
#152811,1573.997828,9," 8	",9,8,1580,15650,882 bytes
#152818,1574.019942,2," 4	",2,8,1576,15651,824 bytes
#152821,1574.025344,7," 6	",7,8,1582,15652,817 bytes
#152836,1574.035058,2," 1	",2,1,1577,15653,569 bytes
#152847,1574.096368,5," 6	",5,6,1582,15654,354 bytes
#152854,1574.226684,5," 0	",5,1,1583,15655,225 bytes
#152865,1574.400287,9," 8	",9,8,1581,15656,448 bytes
#152872,1574.574498,1," 2	",1,6,1546,15657,966 bytes
#152887,1574.739651,5," 6	",5,8,1584,15658,259 bytes
